,category,text
80,business,u compani admit benin briberi u defenc telecommun compani agre pay m admit briberi west african state benin titan corpor accus funnel m elect campaign presid mathieu kerek time titan tri get high price telecommun project benin suggest mr kerek awar wrongdo titan california base compani plead guilti falsifi account violat u anti briberi law agre pay m crimin penalti well m settl civil lawsuit brought u financi watchdog secur exchang commiss sec sec accus titan illeg pay m unnam agent benin claim tie presid kerek money use pay shirt campaign slogan ahead elect shortli poll mr kerek benin offici agre quadrupl titan manag fee prosecut attorney carol lam say u compani take note attempt bribe foreign offici crimin conduct appropri prosecut compani say longer toler practic u foreign corrupt practic act crime american firm bribe foreign offici
81,sport,coach ranieri sack valencia claudio ranieri sack valencia coach eight month take charg primera liga club second time career decis take board meet follow side surpris elimin uefa cup understand understand result last week appropri say club presid juan bautista former assist antonio lopez take new coach italian ranieri take valencia job june replac chelsea jose mourinho thing begin well spanish champion extend winless streak six lose race santand last weekend defeat follow uefa cup exit hand steaua bucharest ranieri first take charg valencia guid king cup help qualifi champion leagu year old move atletico madrid join chelsea follow year
82,politics,straw prais kashmir move uk welcom decis india pakistan open bu link across ceasefir line divid disput region kashmir foreign secretari jack straw tour south east asian countri prais spirit cooper achiev breakthrough medium report countri describ deal major step ongo peac process mr straw say hope agreement would make differ kashmiri bu servic one sever announc make meet foreign minist countri islamabad wednesday kashmiri politician side line control divid region welcom move statement mr straw say bu servic srinagar muzaffarabad abl reunit famili divid decad make real differ live kashmiri side line control say warmli applaud effort india pakistan make happen spirit cooper hope lead mani measur benefit region thursday mr straw india visit sikhism holiest shrine golden templ amritsar tri hand make indian bread roti due take part talk indian govern friday second bu servic link pakistani citi lahor amritsar india also announc well rail link rajasthan state pakistan sindh provinc side agre begin talk reduc risk nuclear accid also say plan reopen respect consul karachi mumbai bombay mountain region kashmir flashpoint two nuclear power year
83,business,news corp make bn fox offer news corpor seek buy minor investor fox entertain group broadcast subsidiari bn £ bn medium giant run rupert murdoch own share compani home fox televis network th centuri fox film studio move follow news corp decis regist busi u th centuri fox recent film releas includ heart huckabe robot fox put hit tv seri term offer minor fox sharehold receiv news corp share return fox share hold analyst say decis list news corp u result firm share trade new york rather sydney nullifi need retain separ stock market list fox entertain share news corp investor vote octob approv transfer compani corpor domicil australia u state delawar move design help news corp attract invest large u financi institut make easy rais capit fox entertain group gener revenu bn last year news corp share fell cent share offer announc fox share cent
84,entertainment,controversi film top festiv controversi film star hollywood actor kevin bacon convict paedophil top honour london film festiv thursday woodsman satyajit ray award name indian director low budget film direct nicol kassel convict child molest tri rebuild life year jail judg say film tackl contenti subject great insight sensit previou film take prize includ oscar win boy cri true life stori murder transsexu brandon teena british writer director amma asant uk film talent award year debut featur way life set south wale film teenag singl mother becom embroil ten stand turkish neighbour also thursday night fipresci intern critic award go aaltra belgian film handicap sutherland trophi jonathan caouett film tarnat festiv close screen film heart huckabe star jude law dustin hoffman direct three king film maker david russel festiv year also includ first european screen new pixar anim incred british film bullet boy star solid crew rapper asher
85,politics,hagu give pm ambit former conserv leader william hagu say stand leadership give ambit prime minist mr hagu told daili telegraph would find life domin polit bore unfulfil mr hagu step parti elect defeat rule return front bench also told paper hope remain mp richmond north york start famili wife ffion mr hagu recent publish biographi william pitt young also say want continu write book speech write told newspap know whether ever go back front rush ask would stand leadership mr hagu repli definit determin stay away central role disappoint senior conserv member say parti need tim collin shadow educ secretari say last week would huge boost parti mr hagu return front bench mr hagu becam mp leader opposit say feel fortun age cram entir polit career cabinet leader parti branch thing liber feel mr hagu ad may misjudg ambit prime minist mayb driven polit thought say
86,politics,uk pledg £bn vaccin effort uk chancellor gordon brown offer £m bn year intern scheme aim boost vaccin immunis scheme speech call action reach millennium declar goal halv global poverti tackl child mortal rate mr brown return tour african nation £bn commit part five point plan debt relief trade aid educ health chancellor speak event jointli organis uk depart intern develop un develop programm wednesday mr brown welcom news bill gate foundat norway join put extra £ bn bn global allianc vaccin immunis gavi britain franc gavi gate foundat drawn propos appli principl intern financ facil iff area immunis could see donor make long term legal bind financi commit use collater rais extra fund intern capit market well pledg £m year immunis iff britain urg donor contribut gavi could increas fund immunis extra £bn bn year extra five million live could save five million thereaft mr brown argu campaign group includ friend earth world develop movement war want say uk govern polici free trade major barrier fight poverti war want john hilari say compassion rhetor can not disguis realiti govern neo liber polici long mr blair mr brown continu push free trade privatis develop countri peopl push deeper poverti lift
87,business,chine dam firm defi beij china three gorg project corp refus obey govern order stop construct one giant dam chine state press say builder three gorg dam continu work sister xiluodu dam say beij news xiluodu dam one larg scale construct project call halt lack proper environment check beij news say compani may instead choos pay fine firm also ignor order stop construct two project three gorg underground power plant three gorg project electr power suppli plant far construct project target china state environment protect agenc sepa carri mandatori environment impact ass compli shutdown order china three gorg project corp could face fine yuan £ last week deni project violat regul three gorg corpor along abid law built project accord law say sepa order come chine govern appear tri cool countri boom economi previous encourag construct new electr gener capac solv chronic energi shortag forc mani factori part time work last year china increas gener capac megawatt mw xiluodu dam design produc mw electr built jinshajiang river golden sand upper reach yangtz know sister project main three gorg dam downstream half million peopl reloc draw critic environment group oversea human right activist
88,entertainment,cult band kasabian surg forward indi danc band kasabian built cult follow throughout secur three brit award nomin four piec leicest band blend dark electron rock earn kasabian place best british group rock act live act shortlist also earn reput outspoken charismat contrast fellow brit nomine kean snow patrol british music need kick ar britain need new band breath life british peopl declar kasabian singer tom meighan one minut music feel like afterlif right want peopl give serpent go rise sea scare pirat away meighan grow leicest kasabian songwrit guitarist sergio pizzorno bassist chri edward trio begin make music age enlist guitarist keyboard player christoph karloff spot pub saw long sideburn thought hey look part ask say meighan inspir britpop mutual love hardcor earli s genr fuse hous music hip hop beat dark sensibl ad electron element tradit guitar sound get comput cut rock n roll point go back say meighan new idea creativ band origin approach reflect name inspir linda kasabian getaway driver u serial killer charl manson coincident also armenian term butcher kasabian move remot farmhous rutland record debut album benefit isol also manag sneak parti sign rca record label kasabian test water two singl club foot lsf reach number uk singl chart respect built follow summer festiv circuit open glastonburi park seri guerilla gig unusu venu includ half time orang pub next leicest citi footbal club headquart kasabian self titl album releas last septemb widespread critic acclaim indi danc stanc draw comparison stone rise primal scream happi monday regard fieri assert rock n roll ethic proof sieg mental aliv well badland rutland water nme prais typic album recept progress kasabian would score two hit process beat cutt embark upon well receiv uk tour take music serious definit want fun say pizzorno job u ad meighan best life could ever without lose soul music need u well
89,business,bank set leav rate hold uk interest rate set remain hold follow late meet bank england bank rate set committe put rate five time past year rate hold sinc septemb amid sign slowdown econom growth slow previou quarter manufactur output fell consum confid slip also grow evid previous boom uk hous market cool hous price fell octob accord nationwid big monthli fall sinc februari last month bank england governor mervyn king say economi hit softer patch rapid econom growth first half richard jeffrey chief economist bridgewel secur say unlik bank england would put rate time around suffici sign economi slowdown stay bank england hand told bbc radio today programm howev mr jeffrey say believ slowdown econom activ temporari danger assum rate peak still think interest rate go say wood
90,sport,slovakia reach hopman cup final slovakia play argentina final hopman cup beat group b rival netherland daniela hantuchova defeat michaella krajicek give slovak perfect start dutchman peter wessel retir dominik hrbati wessel unabl compet mix doubl slovakia alreadi book place final second year run argentina claim top spot group three win three match group b match unit state defeat australia meghann shaughnessi lose open match alicia molik jame blake level tie win paul baccanello come replac injur mark philippoussi blake shaughnessi beat molik baccanello ten mix doubl contest take win hantuchova win hopman cup singl match good form year event two three match feel like realli deserv time help dominik get say think keep go way past match okay realli plea last two singl even first one realli high standard ask well prepar play match australian open
91,sport,solskjaer rais hope return manchest unit striker ole gunnar solskjaer say hope return next season follow career threaten injuri right knee year old norway intern surgeri sweden august transplant cartilag joint doubt play solskjaer told aftenposten daili problem speed talk eight month time go knee slavishli follow programm solskjaer last play unit late substitut may fa cup final win millwal contract unit run time premier leagu club year
92,politics,goldsmith leant attorney gener deni leant down street make legal case invad iraq claim write answer legal war draft down street wholli unfound insist stormi lord exchang lord goldsmith say answer repres genuin held independ view war legal text releas eve crucial common vote mp back invas iraq mani labour mp sinc indic attorney gener answer play pivot role willing back conflict govern resist call publish full advic say paper alway kept confidenti hous lord attorney gener face call former torus lord chancellor lord mackay publish full text advic suggest reject anoth peer meanwhil lord skidelski say publish full legal opinion would strengthen suspicion origin text doctor public consumpt exactli way notori intellig dossier weapon mass destruct last week lord goldsmith say statement fulli involv throughout draft process person finalis cours approv answer say answer prepar offic involv solicitor gener harriet harman two offici three foreign offic offici qc christoph greenwood lord chancellor lord irvin lairg minist offici involv way alway make clear set answer genuin held independ view militari action law exist un secur council resolut say answer purport summari confidenti legal advic govern former foreign secretari robin cook say lord goldsmith admiss parliamentari answer summari legal opinion suggest parliament may misl attorney gener may never present answer summari other certainli say clear statement today believ full accur summari formal opinion toni blair dismiss question attorney gener advic say parliamentari statement fair summari opinion lord goldsmith say say dealt time time time mr blair told monthli news confer down street refus answer question issu question whether paper alway kept confidenti torus mp michael mate member common intellig secur committe part butler inquiri told bbc gener rule right absolut rule say occas advic publish recent regard princ charl marriag plan govern could pick choos use convent say mr mate ad may one special occas would public interest see advic attorney gener give prime minist book publish philipp sand qc member cheri blair matrix chamber say lord goldsmith warn toni blair march iraq war could illeg without second un resolut sanction militari action short statement lord goldsmith posit present write parliamentari answer march crucial common vote militari action suggest
93,sport,south africa sweep top award south africa schalk burger name player year tri nation champion swept top honour intern rugbi board award flanker top list includ ireland star gordon arci australian sensat matt giteau jake white claim coach award side held grand slam winner franc take team award england player simon amor beat team mate ben goll argentin lucio lopez fleme win seven award burger award come week equival prize fellow intern player white also coach burger level paid tribut schalk emerg major forc meant lot south african rugbi also influenc world rugbi say white becom south african rugbi jonti rhode south african cricket amaz achiev short time far intern career amor captain england season open irb seven tournament dubai seven start thursday delight award mani great seven player circuit moment genuin honour say gloucest fli half
94,politics,amnesti chief lament war failur lack public outrag war terror power indict failur human right group amnesti intern chief say lectur london school econom iren khan say human right flout name secur sinc septemb say human right movement use simpler languag prevent sceptic spread moral messag fight poverti focu polit right elit m khan highlight detent without trial includ u camp guantanamo bay cuba abus prison evid increas human right problem new challeng way age old debat secur human right translat languag war say use languag war human right sidelin know human right appli time war m khan say breach infecti see almost major countri world human right movement face crisi faith valu human right say accompani crisi govern unit nation system seem abl hold countri account amnesti secretari gener say grow gap perceiv influenc human right group could actual achiev fuell sceptic public passiv war terror singl power indict failur human right group say m khan say movement fail mobilis public outrag happen human right system need drive use simpler languag talk basic moral issu rather complex legal process effort could make issu relev peopl across world say human right group also recognis new group tackl new way power drip away state govern al qaeda exampl go impress tradit amnesti letter write campaign also need do develop human right framework intern busi corpor amnesti intern member vote extend organis work polit civil right cover social econom right m khan say human right movement would make irrelev turn away suffer caus econom strife would elitist bunch work elit can not read newspap choic rather can not read say despit concern m khan dub hope monger say confid passion human right movement could overcom new challeng
95,sport,dent continu adelaid progress american taylor dent reach final australian hardcourt event adelaid crush win argentin juan ignacio chela dent meet swede joachim johansson sunday second seed surviv ten tie break defeat belgium olivi rochu johansson boyfriend lleyton hewitt sister jaslyn receiv strong crowd support saturday feel like home jaslyn live say johansson rochu lead second set tiebreak concentr ruffl disput line call match slip away close one mistak like match tough clearli rochu say
96,business,oil rebound weather effect oil price recov asian trade tuesday fall new york milder winter weather across u winter temperatur stay rel high northern u barrel light crude end monday howev crude price rebound asia rise barrel februari deliveri london trade brent crude suspend public holiday price fell far east milder temperatur expect continu northern part u next day least analyst say price oil may fall even declin temporari weather achil heel market say abn amro analyst john bradi winter northeast eventu get anoth cold blast despit fall barrel record high reach late octob price crude oil remain almost high year ago level price rise last week milit attack riyadh capit saudi arabia briefli renew fear suppli chain might broken world lead crude export market panick fear essenti evapor sinc follow say deborah white senior economist energi sg secur pari
97,sport,ireland win eclips refere error intern rugbi board may step stop frustrat coach player publicli harangu refere thing go belli may go whole way nfl style video camera field slap vocifer perpetr knuckl irb want footbal scenario verbal slang match often overshadow game sunday explos six nation clash lansdown road good exampl ireland take anoth step toward first grand slam sinc game excit come much improv england side enrag decis go way one understand frustrat doubt ireland rub green victori reaction england camp may endear sport blazer refere jonathan kaplan perfect mean two decis particular make villain piec doubt whether kaplan would plea comment make public recours critic simon mcdowel touch judg heavili criticis scotland coach matt william defeat franc far england concern queri mark cueto first half effort go corner charli hodgson kick england coach andi robinson refer similar case ravenhil januari ulster play gloucest heineken cup occas david humphrey kick tommi bow touch corner tri wipe can not camera everi conceiv angl pick anomali perhap robinson right say refere go upstair josh lewsey driven irish line near end lewsey claim touch full control howev one credit ireland flanker johnni connor cleverli scoop ball away block evid touchdown rugbi everyth tend even minut refere also miss england danni grewcock take ronan gara ball allow martin corri sunday stroll line stand moment classic game two old foe mani one take away brian driscol win tri well conceiv come charli hodgson brilliant kick display anoth highlight ronan gara tremend abil control game also crucial compon defin moment come ireland cosh final minut two outstand piec defens play deni england allow ireland hold first deni hicki brilliant doubl tackl right hand corner gobbl cueto anoth hodgson cross field kick regain foot stop lewsey score certain tri ireland second row colossu paul connel equal superb england turn ireland one way defenc cordon slowli disintegr england prop matt steven ran full steam suck tackler unfortun ran connel hit hard hard wrestl ball away crucial turnov spoke volum ireland back foot display defens coach mike ford take bow end win game like show ireland move forward may tri win game defenc win championship
98,business,japan narrowli escap recess japan economi teeter brink technic recess three month septemb figur show revis figur indic growth similar size contract previou quarter annual basi data suggest annual growth suggest much hesit recoveri previous thought common technic definit recess two success quarter neg growth govern keen play worri implic data maintain view japan economi remain minor adjust phase upward climb monitor develop care say economi minist heizo takenaka face strengthen yen make export less competit indic weaken econom condit ahead observ less sanguin paint pictur recoveri much patchier previous thought say paul sheard economist lehman brother tokyo improv job market appar yet feed domest demand privat consumpt third quarter
99,entertainment,rapper kany west shrewd soul u hip hop star kany west lead race year grammi nomin rise promin produc song artist jay z alicia key emerg behind scene role becom artist well produc solo career almost end begin near fatal car crash left west jaw wire shut result song wire becam west first uk hit april subsequ album colleg dropout becam transatlant success critic commerci west begin rap teenag chicago school inspir beat rhyme s pioneer run dmc hip hop produc id encourag west sampl old soul r b hit reviv updat sound approach would becom trademark feel like lot soul old record sampl say hear put drum bring new millennium like god one record right bless leav chicago art school one year move would later inspir titl album west begin music career co produc song artist mase madd rapper drew attent superstar rapper jay z sign west roc fella record label produc numer artist roster west work gain mainstream recognit produc singl takeov izzo hova jay z album blueprint incorpor sampl five one door jackson five want back respect hit credit inject soul back hip hop success attract product work jay z bonni clyde artist ludacri stand alicia key know name west announc plan solo album drive home late night lo angel record session octob involv car crash left jaw fractur three place anytim hear accid heart sink thank god still later say steer wheel could two inch would west account accid sampl chaka khan hit fire becom heart complet solo album colleg dropout releas last year turn smooth humor sharp larg avoid clich hip hop preoccup gun girl jewelleri wire quickli join uk u chart slow jamz west collabor rapper twista ray actor jami foxx colleg dropout spawn two uk hit string award nomin west shortlist grammi includ nomin artist album year take best hip hop artist produc album titl last year music black origin mobo award respect rapper produc influenti field hip hop kany west unlik regret decis leav colleg earli
100,entertainment,housew lift channel rate debut u televis hit desper housew help lift channel januari audienc share compar last year success celebr big brother simpson enabl broadcast surpass bbc two first month sinc last juli bbc two share audienc fell last month comparison januari celebr big brother attract few viewer seri comedi drama desper housew manag pull five million viewer one point run date attract quarter televis audienc two main televis channel bbc itv see monthli audienc share declin year year comparison januari five proport remain slender digit multi channel tv continu strong area growth bbc report freeview box ownership five million includ one million sale last portion share audienc soar januari compar last year current stand averag
101,sport,mauresmo open victori la ameli mauresmo maria sharapova open match tour championship lo angel franc mauresmo rout vera zvonareva wimbledon champion sharapova winner fellow russian svetlana kuznetsova american serena william also edg russian elena dementieva second victori event event split two group four top two advanc semi final mauresmo win ninth row tri overtak lindsay davenport number one spot mauresmo spent five week number one u open injuri usher davenport back front sinc feel confid court game want get rank back differ number one ob take relax way mauresmo complet first match season end championship minut russia zvonareva struggl return serv fail achiev singl break point get mad littl bit play great tenni say mauresmo runner kim clijster last year final zvonareva lose game far crash kuznetsova stapl centr wednesday sometim everyth work say lot pressur mayb fight sharapova lose kuznetsova beij septemb say beij come big win streak match unstopp time import start well put pressur tournament debut ad love atmospher great laker play feel excit love basketbal william admit still way best form remain posit two win two day hard go get right fight hope say william make happi effort realli good effort today tri add new dimens game
102,business,target well mani econom target set lisbon summit european union leader meant help europ leapfrog way past unit state becom world lead economi lisbon target much econom prestig mani economist analyst ensur europ becom global econom laggard also ensur europ continu compet equal grow econom giant asia india china well econom might unit state tone urgenc report wednesday former dutch prime minist wim kok mr kok commiss european commiss march year ass far eu come toward meet lisbon target five year incept conclus simpl mani target serious miss lisbon risk becom synonym miss object fail promis report say statu quo option risk medium long run noth less sustain societi europ built say report come time europ competit posit wane eu econom growth rate project year next growth overal employ rate europ product lag behind u meet lisbon target requir polit commit eu member state volunt far part due state global economi past year mr kok report note ink scarc dri lisbon agreement worldwid stock market bubbl implod u suffer two year econom slowdown recess european economi follow suit circumst conduc creat million new job promis eu leader lisbon neither conduc get govern spend research develop money need eu meet target becom call knowledg base economi lisbon vision compel one order societi chang say paul hofheinz lisbon council brussel base citizen action group find lot peopl fight chang find trade union fight chang also employ associ even though tell favour chang mani actual push less competit subsidi less free market activ part problem also link origin target set lisbon five year ago target habit come back haunt lisbon case cover much accord wim report econom growth job creation link issu rang environment protect social inclus even safeti sea agenda broad result noth prioritis lisbon everyth thu noth kok report say everybodi respons thu one kok report recommend lisbon target narrow key indic emphasi creat job econom growth also recommend european commiss draw leagu tabl rank countri accord step take toward meet target effect name shame fame rhetor deliveri necessarili go hand hand mr kok say press confer alongsid public report luxuri anymor exchang polit one anoth one point mr kok clear european union tri emul u economi european econom social model need chang much social environment issu take backseat econom growth sen lisbon agenda sail unchart water kok report tri away belief job need sacrif altar econom growth ambiti say john palmer polit director european polici centr brussel base think tank someth advanc economi world tri go requir quit new innov polici analyst believ kok report come sort innov polici think need make lisbon target realiti exampl recommend put place polici encourag woman old peopl remain workforc say compani convinc incom presid european commiss jose manuel barroso adopt mr kok recommend press eu govern mr barroso say eu competit top prioriti expect five year term offic judg europ success meet lisbon agenda
103,politics,hagu six figur earn show reward leav front bench polit show late annual regist member interest regist show former torus leader william hagu earn £ top mp salari much speak fee former shadow chancellor michael portillo make £ year partli speech tv work ex health secretari alan milburn earn £ speech articl advic cabinet mr milburn away frontbench year step health secretari becom labour elect supremo declar interest includ £ newspap articl fee £ four speech also command salari £ £ invest compani bridgepoint capit european advisori committe time offic howev lose £ minist salari mr hagu work outsid parliament includ two one man show speak fee net £ also earn £ weekli column news world £ £ present bbc get news mr hagu also paid undisclos amount newspap serialis biographi william pitt young £ work advis variou compani former defenc secretari michael portillo make money non execut director bae system stand mp next elect former foreign secretari robin cook paid £ £ paperback edit book resign govern declar incom £ also includ payment consult tote regular column guardian newspap regist also show former home offic minist ann widdecomb declar £ advanc third fourth novel also receiv £ act guardian agoni aunt £ £ appear itv celebr fit club david blunkett becom paid advis indepen consult limit home secretari help seminar relationship govern busi earn £ and £ work toni blair entri confirm king abdullah jordan paid fli holiday egypt offici discus sightse tour wadi rum torus leader michael howard fresh entri christma hamper sultan brunei also declar trip mexico last year address execut news intern helicopt privat jet travel paid support liber democrat leader charl kennedi regist donat offic support free ticket last year bafta award rent singl bedroom flat london regist contain new inform decemb monday saw public annual review regist year detail payment show band £ make difficult calcul exact earn
104,politics,howard pitch uk ethnic vote michael howard make pitch britain ethnic vote urg peopl feel take grant toni blair vote conserv say conserv share valu uk minor want build well britain everyon whatev colour skin religion make talent torus leader argu posit discrimin say outdat unjust set famili famili lead ethnic commun doubt abil argu mr howard son immigr acknowledg racial discrimin still exist uk peopl ethnic commun exampl still earn less white counterpart say argu answer help everyon get free enterpris free trade free speech torus leader also call religi toler argu hindu sikh well muslim get caught downdraft islamaphobia one terribl side effect mr howard make speech visit support torus parliamentari hope robert light sayeeda warsi first british muslim woman select run mp conserv candid attack labour record govern issu tax set torus plan immigr quota set mp mr howard also attack lib dem want abolish faith school introduc compulsori sex educ age seven give contracept school age say peopl ethnic minor feel mr blair liber democrat take vote grant come join u say lib dem presid simon hugh brand mr howard arrog wrong claim torus natur parti britain ethnic minor give torus consider reduc support urban area mani black asian briton live time power evid simpli support claim conserv parti commun say
105,tech,loyalti card idea tv addict viewer could soon reward watch tv loyalti card come screen near household hook sky could soon use smartcard conjunct set top box broadcast sky itv could offer viewer loyalti point return watch particular channel programm sky activ spare slot set top box januari market magazin new medium age report sky set top box two slot one viewer decrypt card dormant loyalti card becom common addit wallet high street brand rush keep custom seri incent offer store card similar scheme look set enter highli competit world multi channel tv viewer stay loyal particular tv channel could reward free tv content freebi retail partner broadcast aim content child could offer smartcard give membership exclus content club parent could pre pay content kind tv pocket money card say nigel whalley manag director medium consult deciph viewer could even reward watch ad break idea ad bingo tout firm keen make money new market say mr whalley credit card chip could use set top box pay movi gambl game idea intellig card box offer lot possibl ingenu content player say mr whalley bbc revenu gener activ littl interest new develop may prompt chang freeview set top box say mr whalley current freeview box slot would allow viewer use smartcard million household sky box sky hope increas million loyalti card could play role particularli reduc number peopl cancel sky subscript say ian fogg analyst jupit research
106,sport,mcclaren eye uefa cup top spot steve mcclaren want middlesbrough team win uefa cup group beat partizan belgrad boro alreadi qualifi knockout stage alongsid partizan villar expens lazio bos mcclaren look victori would mean avoid team play champion leagu friday third round draw need win finish top fantast go tough one mcclaren say draw make thought toughest group prove lazio favourit villarr semi finalist partizan fantast experi europ plea thing busi first two game win two put u great posit fantast experi play team
107,entertainment,lit idol begin search author second pop idol style search literari talent begin help brother simon cowel writer toni cowel among judg hear aspir writer read work aloud winner get deal literari agenc curti brown go mr nasti book say cowel refer brother caustic remark tv show pop idol x factor winner paul cavanagh go sign deal harper collin year competit specif look crime writer writer must submit word open chapter novel synopsi profession reader choos shortlist five follow competit close date januari final five read work front judg panel public vote also take place account final decis winner announc london book fair march next year could screen tv hard find agent extrem difficult without agent get publish look work say cowel peopl fall waysid avenu provid aspir author well ad paul cavanagh former univers professor health care consult ontario canada one aspir novelist enter first contest lift inaugur lit idol prize read aloud excerpt work northwest passag three film studio say interest buy film right book even though finish yet
108,sport,hong kong world cup bid hong kong hope join japan co host rugbi world cup japan appli host tournament aim take outsid rugbi tradit stronghold first time hong kong rugbi footbal union hkrfu chairman john molloy call territori host one pool quarter final japanes rugbi footbal union jrfu say yet receiv formal present hkrfu stage consid host event say jrfu secretari koji tokumasu can not examin propos unless get definit form japan face stiff competit form south africa new zealand host event seven year time world cup held countri six nation tri nation say tokumasu think irb think time rugbi go global japan readi host tournament look forward welcom world rugbi japan tokumasu ad footbal world cup co host japan south korea huge success well infrastructur place japan also commerci clout host one sport top competit say last year japan launch first profession rugbi leagu fourth large number regist player world england south africa franc
109,tech,web radio take spanish rap global spin radio dial u like find plenti spanish languag music find much spanish languag hip hop hip hop rap actual quit popular spanish speak world local artist troubl market work abroad u compani bring rap hip hop en espanol comput user everywher lo caballero de plan g one mexico hottest hip hop act devot fan base nativ monterrey mexican hip hop fan mention fan spanish speak world rare get chanc hear group track radio realli go radio listen hip hop spanish access say manuel millan nativ san diego california realli hard spanish hip hop scene get mainstream radio usual commercialis sound group realli know around countri around world millan two friend set chang want make group like lo caballero de plan g access fan global mainstream radio station go play kind music start broadcast station econom imposs millan friend launch websit call latinohiphopradio com name say web base radio devot hottest spanish languag rap hip hop track site english spanish meant easi navig user download medium player dj music stream net free suddenli help websit lo caballero de plan g produc export qualiti rap web might right medium spanish languag hip hop right genr millan call infant stage product valu improv artist argentina mustafa yoda push make well well mustafa yoda current one hottest track latinohiphopradio com consid eminem argentina latin american hip hop scene millan say realli much exposur far anywher world definit one look far becom next big thing spanish speak world current chilean group makisa also latinohiphopradio com top cuban artist papo record everi countri get cultur differ tri put song millan say latinohiphopradio com run coupl month site listen across spanish speak world right mexico lead way account listen web surfer spain log well web station traffic come surpris mani consid spain leader spanish languag rap hip hop millan say spain actual behind unit state franc term overal rap hip hop product might chang though latin american artist find audienc one spaniard still firmli latinohiphopradio com top name tote king manuel millan say hip hop leader spain track uno contra veint emce one emce tote king show well awar fact basic brag one best emce spain right millan say pretti much true tightest product rap flow impecc amaz latinohiphopradio com hope expand come year millan say want includ music news world spanish languag hip hop rap clark boyd technolog correspond world bbc world servic wgbh boston co product
110,business,u trade gap hit record gap u export import hit time high bn £bn late figur show commerc depart say trade deficit last year previou record imbal bn deficit china bn large ever record singl countri howev monthli basi u trade gap narrow decemb £ bn u consum appetit thing oil import car even wine chees reach record level last year figur like spark fresh critic presid bush econom polici democrat claim administr do enough clamp unfair foreign trade practic exampl believ china currenc polici u manufactur claim undervalu yuan much give china rapidli expand economi unfair advantag u competitor meanwhil bush administr argu u deficit reflect fact america grow faster rate rest world spur demand import good economist say may allow upward revis u econom growth fourth quarter other point deficit reach astronom proport foreign mani choos hold mani dollar denomin asset may turn harm growth u export rise trillion import rise even faster new record trillion foreign oil export surg record bn reflect ralli global oil price increas domest demand import affect dollar weak last year expect deficit continu widen even dollar get back downward trend say economist mari pierr ripert ixi
111,entertainment,rapper jay z becom label bos rap star jay z becom record compani execut put charg one hip hop influenti label def jam jay z say would make music black album becom compani presid chief execut januari def jam parent compani univers make appoint buy jay z roc fella label def jam artist includ cool j dmx ludacri ja rule ashanti jay z continu run roc fella found damon dash kany west beani sigel roster univers say wednesday bought roc fella alreadi antonio la reid chairman island def jam music group say think one relev credibl hip hop commun build upon def jam fantast legaci hope jay z would move compani next groundbreak era ad jay z real name shawn carter say inherit two import brand hip hop def jam roc fella feel giant step entir artist commun one success respect rap star last eight year jay z hit includ hard knock life dirt shoulder bonni clyde girlfriend beyonc knowl say would retir black album releas album ill fate tour r kelli def jam found russel simmon produc rick rubin sign artist includ run dmc beasti boy public enemi
112,sport,prodigi monfil blow away gaudio french prodigi gael monfil underlin huge promis beat french open champion gaston gaudio first round qatar open year old wild card three four junior grand slam event last year includ wimbledon fabric santoro champion beat sweden thoma johansson fourth seed mikhail youzhni lose rafael nadal roger feder play greg rusedski second round wednesday monfil give wildcard tournament say first win top player delight play best tenni fire court reason today abl play natur attack game say cours bit tire second set confid could surviv third set
113,entertainment,berlin hail european cinema organis say year berlin film festiv open thursday period epic man man celebr revitalis european cinema film competit golden silver bear award half europ franc particularli well repres festiv director dieter kosslick say strong show signal new conscious european film incred win streak told reuter agenc say good american film continu good european film howev mr kosslick refus accept widespread opposit iraq war turn audienc hollywood import anti american mood say film screen year festiv show european film market run alongsid dozen celebr schedul attend among smith kevin spacey keanu reev mr kosslick say would come academi award brought forward februari worri abl fill red carpet star say though admit festiv may move januari next year avoid similar clash day berlinal run februari
114,sport,beckham relief real go david beckham express relief real madrid passag champion leagu knockout phase real win rom england skipper admit anoth season achiev would toler bernabeu stadium beckham say expect madrid get relief club player lose momentum last season can not afford go anoth season without win anyth real finish runner champion leagu group mean can not face old club manchest unit next round real could drawn premiership hope arsen chelsea respect group go great whoever play even get either two english team
115,entertainment,byrd produc melcher die record produc terri melcher behind hit byrd ry cooder beach boy die age son actress dori day help write kokomo beach boy use movi cocktail earn golden globe nomin also produc mr tambourin man byrd well turn turn turn melcher die friday night home beverli hill california long battl skin cancer join columbia record produc mid s also work gram parson mama papa earlier career melcher hit part duo call bruce terri futur beach boy bruce johnston evolv rip chord group melcher also work close mother produc dori day show help run charit activ name becam link charl manson murder saw death actress sharon tate four friend home melcher rent rumour circul melcher knew manson killer real target turn record contract lo angel polic discount rumour point melcher move malibu manson knew new address
116,entertainment,anim charm japan box offic oscar win director hayao miyazaki late film set new japanes box offic record bn yen m two day accord report howl move castl follow miyazaki spirit away best anim last year oscar base child book english writer diana wynn jone regist high open weekend take japanes film countri accord trade public screen daili film year old girl trap old woman bodi put spell witch two day take repres million cinema admiss screen daili say film distributor toho expect million peopl see total almost one third countri popul ad film golden osella outstand technic contribut year venic film festiv
